"ASX code","Company name","Listing date","GICs industry group","Market Cap"
"EMUCA","EMU NL","2008-02-27","Materials",9346846
"EMV","EMVISION MEDICAL DEVICES LTD","2018-12-13","Health Care Equipment & Services",154665434
"EN1","ENGAGE:BDR LIMITED","2017-12-14","Media & Entertainment",3865578
"ENA","ENSURANCE LTD","2011-09-23","Insurance",22421234
"ENN","ELANOR INVESTORS GROUP","2014-07-11","Consumer Services",253584914
"ENR","ENCOUNTER RESOURCES LIMITED","2006-03-24","Materials",45938440
"ENT","ENTERPRISE METALS LIMITED","2007-06-20","Materials",8022282
"ENV","ENOVA MINING LIMITED","2007-04-13","Materials",6773177
"ENX","ENEGEX LIMITED","2013-10-08","Materials",12315379
"EOF","ECOFIBRE LIMITED","2019-03-29","Pharmaceuticals, Biotechnology & Life Sciences",139592223
"EOL","ENERGY ONE LIMITED","2007-01-15","Software & Services",166155712
"EOS","ELECTRO OPTIC SYSTEMS HOLDINGS LIMITED","2000-10-23","Capital Goods",297301031
"EP1","E&P FINANCIAL GROUP LIMITED","2018-05-14","Diversified Financials",118840045
"EPM","ECLIPSE METALS LIMITED.","2011-02-17","Energy",57633792
"EPN","EPSILON HEALTHCARE LIMITED","2017-05-04","Pharmaceuticals, Biotechnology & Life Sciences",13362417
"EPX","EP&T GLOBAL LIMITED","2021-05-12","Software & Services",19986359
"EPY","EARLYPAY LTD","2010-02-23","Diversified Financials",136088561
"EQE","EQUUS MINING LIMITED","1995-12-12","Materials",28722697
"EQN","EQUINOX RESOURCES LIMITED.","2021-10-13","Materials",18145000
"EQR","EQ RESOURCES LIMITED","2006-06-06","Materials",77962842
"EQS","EQUITY STORY GROUP LTD",,"Class Pend",0
"EQT","EQT HOLDINGS LIMITED","1985-08-06","Diversified Financials",549669602
"EQX","EQUATORIAL RESOURCES LIMITED","1987-05-14","Materials",27707978
"ERA","ENERGY RESOURCES OF AUSTRALIA LIMITED","1980-11-19","Energy",1255070287
"ERD","EROAD LIMITED","2020-09-18","Technology Hardware & Equipment",393909470
"ERF","ELANOR RETAIL PROPERTY FUND","2016-11-09","Real Estate",140483998
"ERG","ENECO REFRESH LTD","2006-03-29","Food, Beverage & Tobacco",7626034
"ERL","EMPIRE RESOURCES LIMITED","2007-02-01","Materials",10385721
"ERM","EMMERSON RESOURCES LIMITED","2007-12-17","Materials",62414811
"ERW","ERRAWARRA RESOURCES LTD","2020-12-14","Materials",9098648
"ESH","ESPORTS MOGUL LIMITED","2011-10-19","Media & Entertainment",14498973
"ESK","ETHERSTACK PLC","2012-09-07","Software & Services",49019813
"ESR","ESTRELLA RESOURCES LIMITED","2012-05-09","Materials",32418402
"ESS","ESSENTIAL METALS LIMITED","2003-12-04","Materials",85486440
"EUR","EUROPEAN LITHIUM LIMITED","2010-12-02","Materials",107125249
"EV1","EVOLUTION ENERGY MINERALS LIMITED","2021-11-16","Materials",76081250
"EVE","EVE HEALTH GROUP LIMITED.","2004-04-08","Diversified Financials",11529426
"EVN","EVOLUTION MINING LIMITED","2002-08-20","Materials",7680302192
"EVO","EVOLVE EDUCATION GROUP LIMITED","2014-12-05","Consumer Services",132426072
"EVR","EV RESOURCES LTD","1994-12-07","Materials",48151172
"EVS","ENVIROSUITE LIMITED","2008-02-11","Software & Services",232075570
"EVT","EVENT HOSPITALITY AND ENTERTAINMENT LTD","1962-06-30","Media & Entertainment",2416320860
"EVZ","EVZ LIMITED","1985-04-26","Capital Goods",14898094
"EWC","ENERGY WORLD CORPORATION LTD","1988-12-08","Utilities",200826371
"EX1","EXOPHARM LIMITED","2018-12-18","Pharmaceuticals, Biotechnology & Life Sciences",56596152
"EXL","ELIXINOL WELLNESS LIMITED","2018-01-08","Household & Personal Products",15795559
"EXP","EXPERIENCE CO LIMITED","2015-03-27","Consumer Services",244488642
"EXR","ELIXIR ENERGY LIMITED","2004-07-19","Energy",142677340
"EYE","NOVA EYE MEDICAL LIMITED","1987-10-12","Health Care Equipment & Services",37843986
"EZL","EUROZ HARTLEYS GROUP LIMITED","1971-08-02","Diversified Financials",302424543
"EZZ","EZZ LIFE SCIENCE HOLDINGS LIMITED","2021-03-03","Retailing",18173000
"FAL","FALCON METALS LTD","2021-12-22","Materials",77880000
"FAR","FAR LIMITED","1986-01-23","Energy",70851249
"FAU","FIRST AU LIMITED","1970-01-01","Materials",7839109
"FBR","FBR LTD","2001-02-08","Capital Goods",87437027
"FBU","FLETCHER BUILDING LIMITED","2001-03-26","Materials",5163597341
"FCL","FINEOS CORPORATION HOLDINGS PLC","2019-08-16","Software & Services",1053132739
"FCT","FIRSTWAVE CLOUD TECHNOLOGY LIMITED","2011-05-11","Software & Services",102969368
"FDV","FRONTIER DIGITAL VENTURES LIMITED","2016-08-26","Media & Entertainment",485263212
"FE8","FASTER ENTERPRISES LTD","2016-11-21","Real Estate","N/A"
"FEG","FAR EAST GOLD LTD",,"Materials",0
"FEX","FENIX RESOURCES LTD","2008-08-04","Materials",120531341
"FFC","FARMAFORCE LIMITED","2015-10-27","Health Care Equipment & Services",4573834
"FFF","FORBIDDEN FOODS LIMITED","2020-08-31","Food, Beverage & Tobacco",17061512
"FFG","FATFISH GROUP LIMITED","1995-11-23","Diversified Financials",51806494
"FFI","FFI HOLDINGS LIMITED","1987-01-15","Food, Beverage & Tobacco",66714275
"FFT","FUTURE FIRST TECHNOLOGIES LTD","2013-12-02","Commercial & Professional Services",17188303
"FFX","FIREFINCH LIMITED","2006-12-06","Materials",783460573
"FG1","FLYNN GOLD LIMITED","2021-06-17","Materials",15688736
"FGG","FUTURE GENERATION GLOBAL INVESTMENT COMPANY LIMITED","2015-09-10","Not Applic",535312701
"FGL","FRUGL GROUP LIMITED","2004-08-10","Software & Services",3600000
"FGR","FIRST GRAPHENE LIMITED","1994-08-08","Materials",99623189
"FGX","FUTURE GENERATION INVESTMENT COMPANY LIMITED","1997-03-06","Not Applic",533885195
"FHE","FRONTIER ENERGY LIMITED","2009-12-18","Materials","N/A"
"FHS","FREEHILL MINING LIMITED.","2017-01-16","Materials",42212624
"FID","FIDUCIAN GROUP LIMITED","2015-02-09","Diversified Financials",256542627
"FIJ","FIJI KAVA LIMITED","2018-12-20","Household & Personal Products",10915531
"FIN","FIN RESOURCES LIMITED","1989-11-02","Materials",15022930
"FLC","FLUENCE CORPORATION LIMITED","2007-12-18","Capital Goods",128095077
"FLN","FREELANCER LIMITED","2013-11-15","Commercial & Professional Services",257934483
"FLT","FLIGHT CENTRE TRAVEL GROUP LIMITED","1995-12-01","Consumer Services",4018641257
"FLX","FELIX GROUP HOLDINGS LTD","2021-01-12","Software & Services",46509992
"FME","FUTURE METALS NL","2007-08-16","Energy",74936355
"FMG","FORTESCUE METALS GROUP LTD","1987-03-19","Materials",59608760812
"FML","FOCUS MINERALS LTD","2000-09-13","Materials",78803627
"FMLNA","FOCUS MINERALS LTD","2000-09-13","Materials",78803627
"FMS","FLINDERS MINES LIMITED","2002-02-20","Materials",81047317
"FNT","FRONTIER RESOURCES LIMITED","2003-04-09","Materials",23925058
"FNX","FINEXIA FINANCIAL GROUP LIMITED","2006-12-21","Diversified Financials",9726426
"FOD","THE FOOD REVOLUTION GROUP LIMITED","2012-06-29","Food, Beverage & Tobacco",19881995
"FOR","FORAGER AUSTRALIAN SHARES FUND","2016-12-16","Not Applic",186802043
"FOS","FOS CAPITAL LTD","2021-06-07","Capital Goods",11345004
"FPC","FAT PROPHETS GLOBAL CONTRARIAN FUND LTD","2017-03-22","Not Applic",48085584
"FPH","FISHER & PAYKEL HEALTHCARE CORPORATION LIMITED","2001-11-21","Health Care Equipment & Services",15291605400
"FPP","FAT PROPHETS GLOBAL PROPERTY FUND","2017-10-10","Not Applic",21411634
"FRB","FIREBIRD METALS LIMITED","2021-03-18","Materials",17191125
"FRE","FIREBRICK PHARMA LIMITED","2022-01-28","Pharmaceuticals, Biotechnology & Life Sciences",81889439
"FRI","FINBAR GROUP LIMITED","1994-08-05","Real Estate",209534819
"FRM","FARM PRIDE FOODS LIMITED","1997-12-19","Food, Beverage & Tobacco",13243242
"FRS","FORRESTANIA RESOURCES LIMITED","2021-09-30","Materials",15555000
"FRX","FLEXIROAM LIMITED","2015-06-16","Telecommunication Services",33672535
"FSA","FSA GROUP LIMITED","2001-01-11","Diversified Financials",133047264
"FSF","FONTERRA SHAREHOLDERS' FUND","2012-11-30","Food, Beverage & Tobacco",365218898
"FSG","FIELD SOLUTIONS HOLDINGS LIMITED","2005-04-26","Telecommunication Services",137473489
"FSI","FLAGSHIP INVESTMENTS LIMITED","2000-12-20","Not Applic",58033620
"FTC","FINTECH CHAIN LIMITED","2012-11-27","Software & Services",27983092
"FTZ","FERTOZ LIMITED","2013-09-02","Materials",45731407
"FWD","FLEETWOOD LIMITED","1987-04-15","Consumer Durables & Apparel",201585308
"FXG","FELIX GOLD LIMITED","2022-01-31","Materials",33476647
"FYI","FYI RESOURCES LIMITED","1994-01-20","Materials",102442925
"FZO","FAMILY ZONE CYBER SAFETY LIMITED","2016-08-29","Software & Services",317890117
"FZR","FITZROY RIVER CORPORATION LTD","1998-03-04","Energy",18891994
"G1A","GALENA MINING LIMITED","2017-09-07","Materials",100045124
"G50","GOLD 50 LIMITED","2021-08-06","Materials",23875000
"G6M","GROUP 6 METALS LIMITED","1967-09-21","Materials",97766981
"G79","GOLDOZ LIMITED","2002-05-10","Materials","N/A"
"G88","GOLDEN MILE RESOURCES LTD","2017-06-19","Materials",8996953
"GAL","GALILEO MINING LTD","2018-05-29","Materials",33681841
"GAP","GALE PACIFIC LIMITED","2000-12-14","Consumer Durables & Apparel",88445773
"GAS","STATE GAS LIMITED","2017-10-10","Energy",62947176
"GBE","GLOBE METALS & MINING LIMITED","2005-12-09","Materials",32614566
"GBR","GREAT BOULDER RESOURCES LIMITED","2016-11-18","Materials",53585371
"GBZ","GBM RESOURCES LIMITED","2007-10-24","Materials",58745909
"GC1","GLENNON SMALL COMPANIES LIMITED","2015-08-21","Not Applic",40423952
"GCI","GRYPHON CAPITAL INCOME TRUST","2018-05-25","Not Applic",498481942
"GCR","GOLDEN CROSS RESOURCES LTD","1996-03-27","Materials",14264329
"GCY","GASCOYNE RESOURCES LIMITED","2009-12-11","Materials",103709374
"GDA","GOOD DRINKS AUSTRALIA LTD","2006-12-13","Food, Beverage & Tobacco",101387278
"GDC","GLOBAL DATA CENTRE GROUP","2019-10-31","Not Applic",123636480
"GDF","GARDA PROPERTY GROUP","2015-07-02","Real Estate",377889639
"GDG","GENERATION DEVELOPMENT GROUP LIMITED","2007-12-11","Insurance",277049673
"GDI","GDI PROPERTY GROUP","2013-12-17","Real Estate",549784491
"GED","GOLDEN DEEPS LIMITED.","1986-12-04","Materials",8146440
"GEM","G8 EDUCATION LIMITED","2007-12-05","Consumer Services",1101607410
"GEN","GENMIN LIMITED","2021-03-10","Materials",80941766
"GES","GENESIS RESOURCES LIMITED","2009-10-27","Materials",9394096
"GEV","GLOBAL ENERGY VENTURES LIMITED","2005-03-21","Energy",49003242
"GFL","GLOBAL MASTERS FUND LIMITED","2006-05-16","Not Applic",28416371
"GFN","GEFEN INTERNATIONAL A.I. LTD","2021-07-21","Retailing",37759402
"GGE","GRAND GULF ENERGY LIMITED","1998-03-20","Energy",35927099
"GGG","GREENLAND MINERALS LIMITED","2006-06-20","Materials",90053182
"GGX","GAS2GRID LIMITED","2005-05-13","Energy",10222755
"GIB","GIBB RIVER DIAMONDS LIMITED","2008-07-01","Materials",13113586
"GL1","GLOBAL LITHIUM RESOURCES LIMITED","2021-05-06","Materials",250534224
"GLA","GLADIATOR RESOURCES LIMITED","2006-06-27","Materials",12268078
"GLB","GLOBE INTERNATIONAL LIMITED","2001-05-24","Consumer Durables & Apparel",219758235
"GLE","GLG CORP LTD","2005-12-14","Consumer Durables & Apparel",22600500
"GLH","GLOBAL HEALTH LIMITED","2000-04-04","Health Care Equipment & Services",19813287
"GLL","GALILEE ENERGY LIMITED","1996-02-15","Energy",106337000
"GLN","GALAN LITHIUM LIMITED","2011-06-08","Materials",425993166
"GLV","GLOBAL OIL & GAS LIMITED","2005-05-25","Energy",42924802
"GMA","GENWORTH MORTGAGE INSURANCE AUSTRALIA LIMITED","2014-05-20","Banks",1197442221
"GMC","GULF MANGANESE CORPORATION LIMITED","2007-08-03","Materials","N/A"
"GMD","GENESIS MINERALS LIMITED","2007-08-02","Materials",392900118
"GME","GME RESOURCES LIMITED","1980-08-21","Materials",38609400
"GMG","GOODMAN GROUP","2005-02-02","Real Estate",41623999729
"GML","GATEWAY MINING LIMITED","1971-08-02","Materials",27121276
"GMN","GOLD MOUNTAIN LIMITED","2011-09-02","Materials",9631343
"GMR","GOLDEN RIM RESOURCES LTD","1987-08-13","Materials",25211379
"GNC","GRAINCORP LIMITED","1998-03-30","Food & Staples Retailing",1849153474
"GNE","GENESIS ENERGY LIMITED","2014-04-17","Utilities",2734149866
"GNG","GR ENGINEERING SERVICES LIMITED","2011-04-19","Materials",341811736
"GNM","GREAT NORTHERN MINERALS LIMITED","2008-03-05","Materials",10254306
"GNP","GENUSPLUS GROUP LTD","2020-12-14","Capital Goods",197599254
"GNX","GENEX POWER LIMITED","2015-07-08","Utilities",160485007
"GO2","THE GO2 PEOPLE LTD","2017-10-31","Commercial & Professional Services",14638977
"GOR","GOLD ROAD RESOURCES LIMITED","2006-07-04","Materials",1305909296
"GOW","GOWING BROS LIMITED","1962-07-31","Diversified Financials",161695520
"GOZ","GROWTHPOINT PROPERTIES AUSTRALIA","2007-07-04","Real Estate",3180874782
"GPR","GEOPACIFIC RESOURCES LTD","2006-05-09","Materials","N/A"
"GPS","GPS ALLIANCE HOLDINGS LIMITED","2013-07-02","Real Estate","N/A"
"GPT","GPT GROUP","1971-04-01","Real Estate",9252238987
"GQG","GQG PARTNERS INC.","2021-10-26","Diversified Financials",4281567879
"GRE","GREENTECH METALS LIMITED","2022-01-04","Materials",11602500
"GRL","GODOLPHIN RESOURCES LIMITED","2019-12-18","Materials",9672808
"GRR","GRANGE RESOURCES LIMITED.","1986-03-27","Materials",937444345
"GRV","GREENVALE MINING LTD","1971-07-28","Energy",134961241
"GRX","GREENX METALS LIMITED","1993-09-06","Materials",55796502
"GSM","GOLDEN STATE MINING LIMITED","2018-11-08","Materials",6647039
"GSN","GREAT SOUTHERN MINING LIMITED","2011-04-14","Materials",29280190
"GSR","GREENSTONE RESOURCES LIMITED","2000-12-12","Materials",0
"GSS","GENETIC SIGNATURES LIMITED","2015-03-31","Pharmaceuticals, Biotechnology & Life Sciences",176046820
"GT1","GREEN TECHNOLOGY METALS LIMITED","2021-11-10","Materials",152075000
"GTE","GREAT WESTERN EXPLORATION LIMITED.","2007-06-05","Materials",12938821
"GTG","GENETIC TECHNOLOGIES LIMITED","1987-07-30","Pharmaceuticals, Biotechnology & Life Sciences",46169826
"GTI","GRATIFII LIMITED","2008-07-17","Software & Services",18245416
"GTK","GENTRACK GROUP LIMITED","2014-06-25","Software & Services",158942067
"GTN","GTN LIMITED","2016-06-01","Media & Entertainment",113021497
"GTR","GTI RESOURCES LIMITED","2007-08-10","Materials",20318062
"GUD","G.U.D. HOLDINGS LIMITED","1962-06-30","Automobiles & Components",1676067589
"GUL","GULLEWA LIMITED","1980-06-19","Materials",13706863
"GVF","GLOBAL VALUE FUND LIMITED","2014-07-21","Not Applic",204851947
"GW1","GREENWING RESOURCES LTD","2005-10-20","Materials",35484141
"GWA","GWA GROUP LIMITED.","1993-05-20","Capital Goods",636492271
"GWR","GWR GROUP LIMITED","2004-12-24","Materials",50453488
"HAR","HARANGA RESOURCES LIMITED.","2022-01-27","Materials",13226463
"HAS","HASTINGS TECHNOLOGY METALS LTD","2008-02-20","Materials",486803150
"HAV","HAVILAH RESOURCES LIMITED","2002-03-21","Materials",51118115
"HAW","HAWTHORN RESOURCES LIMITED","1986-07-03","Materials",29015858
"HCD","HYDROCARBON DYNAMICS LIMITED","2006-04-21","Energy",4402901
"HCH","HOT CHILI LIMITED","2010-05-03","Materials",149229233
"HCT","HOLISTA COLLTECH LIMITED","2004-02-26","Household & Personal Products",9361869
"HCW","HEALTHCO HEALTHCARE AND WELLNESS REIT","2021-09-06","Real Estate",638926850
"HDN","HOMECO DAILY NEEDS REIT","2020-11-23","Real Estate",1080644036
"HE8","HELIOS ENERGY LTD","2010-10-20","Energy",260404944
"HFR","HIGHFIELD RESOURCES LIMITED","2012-02-07","Materials",276966714
"HFY","HUBIFY LIMITED","2017-01-12","Telecommunication Services",23098666
"HGH","HEARTLAND GROUP HOLDINGS LIMITED","2018-11-01","Banks",1297635858
"HGL","HUDSON INVESTMENT GROUP LIMITED","1994-06-09","Real Estate",19588779
"HGO","HILLGROVE RESOURCES LIMITED","1994-07-22","Materials",59888742
"HGV","HYGROVEST LIMITED","2015-01-22","Not Applic",11957607
"HHI","HEALTH HOUSE INTERNATIONAL LIMITED","2011-07-28","Health Care Equipment & Services",10337028
"HHM","HAMPTON HILL MINING NL","1994-05-10","Materials","N/A"
"HHR","HARTSHEAD RESOURCES NL","2012-02-14","Energy",38950215
"HHY","HHY FUND","2005-04-11","Not Applic","N/A"
"HIL","HILLS LIMITED","1962-06-30","Technology Hardware & Equipment",27838263
"HIO","HAWSONS IRON LTD","2007-11-14","Materials",135860061
"HIQ","HITIQ LIMITED","2021-06-16","Health Care Equipment & Services",13241902
"HIT","HITECH GROUP AUSTRALIA LIMITED","2000-04-17","Commercial & Professional Services",79950000
"HLA","HEALTHIA LIMITED","2018-09-11","Health Care Equipment & Services",257541029
"HLF","HALO FOOD CO. LIMITED",,,25964104
"HLO","HELLOWORLD TRAVEL LIMITED","2000-09-13","Consumer Services",359664600
"HLS","HEALIUS LIMITED","1998-07-03","Health Care Equipment & Services",2748124848
"HLX","HELIX RESOURCES LIMITED","1986-05-22","Materials",19177189
"HM1","HEARTS AND MINDS INVESTMENTS LIMITED","2018-11-14","Not Applic",691663483
"HMC","HOME CONSORTIUM LIMITED","2019-10-14","Real Estate",1782235420
"HMD","HERAMED LIMITED","2018-12-12","Health Care Equipment & Services",37810928
"HMG","HAMELIN GOLD LIMITED","2021-11-05","Materials",17050000
"HMI","HIREMII LIMITED","2021-05-11","Commercial & Professional Services",4599410
"HMX","HAMMER METALS LIMITED","2003-02-25","Materials",54604640
"HMY","HARMONEY CORP LIMITED","2020-11-19","Diversified Financials",147487687
"HNG","HANCOCK & GORE LTD","1971-08-24","Capital Goods",68430509
"HNR","HANNANS LTD","2003-12-05","Materials",83400687
"HOR","HORSESHOE METALS LIMITED","2010-07-29","Materials",15819294
"HPC","THE HYDRATION PHARMACEUTICALS COMPANY LIMITED","2021-12-14","Household & Personal Products",40256671
"HPG","HIPAGES GROUP HOLDINGS LTD","2020-11-12","Media & Entertainment",338753470
"HPI","HOTEL PROPERTY INVESTMENTS","2013-12-10","Real Estate",681802807
"HPP","HEALTH AND PLANT PROTEIN GROUP LIMITED","1989-12-14","Food, Beverage & Tobacco",20879525
"HPR","HIGH PEAK ROYALTIES LIMITED","2007-03-30","Energy",10238864
"HRL","HRL HOLDINGS LTD","2007-11-14","Commercial & Professional Services",45730271
"HRN","HORIZON GOLD LIMITED","2016-12-21","Materials",45877567
"HRR","HERON RESOURCES LIMITED","1996-08-07","Materials","N/A"
"HRZ","HORIZON MINERALS LIMITED","1992-02-06","Materials",70996900
"HSC","HSC TECHNOLOGY GROUP LTD","2006-06-02","Software & Services",23672872
"HSN","HANSEN TECHNOLOGIES LIMITED","2000-06-01","Software & Services",1059546761
"HT1","HT&E LIMITED","1992-05-07","Media & Entertainment",620624133
"HT8","HARRIS TECHNOLOGY GROUP LIMITED","1999-06-24","Retailing",18792615
"HTA","HUTCHISON TELECOMMUNICATIONS (AUSTRALIA) LIMITED","1999-08-17","Telecommunication Services",1357250858
"HTG","HARVEST TECHNOLOGY GROUP LTD","2016-05-12","Technology Hardware & Equipment",82363272
"HUB","HUB24 LIMITED","2007-07-05","Diversified Financials",2170377206
"HUM","HUMM GROUP LIMITED","2006-12-12","Diversified Financials",430883437
"HVM","HAPPY VALLEY NUTRITION LIMITED","2020-01-23","Food, Beverage & Tobacco",17852482
"HVN","HARVEY NORMAN HOLDINGS LIMITED","1987-09-03","Retailing",6392014135
"HVY","HEAVY MINERALS LIMITED","2021-09-14","Materials",10261632
"HXG","HEXAGON ENERGY MATERIALS LIMITED","2008-10-30","Materials",20981704
"HXL","HEXIMA LIMITED.","2020-12-01","Pharmaceuticals, Biotechnology & Life Sciences",64984580
"HYD","HYDRIX LIMITED","2001-05-11","Technology Hardware & Equipment",20607008
"HZN","HORIZON OIL LIMITED","1981-06-30","Energy",197367870
"HZR","HAZER GROUP LIMITED","2015-12-02","Materials",150679904
"IAG","INSURANCE AUSTRALIA GROUP LIMITED","2000-08-08","Insurance",12128293014
"IAM","INCOME ASSET MANAGEMENT GROUP LIMITED.","1987-01-14","Diversified Financials",71817413
"IAP","IRONGATE GROUP","2019-05-28","Real Estate",1206074162
"IBC","IRONBARK CAPITAL LIMITED","1987-04-02","Not Applic",57280285
"IBG","IRONBARK ZINC LTD","2006-08-16","Materials",50960038
"IBX","IMAGION BIOSYSTEMS LIMITED","2017-06-22","Health Care Equipment & Services",63909456
"ICE","ICETANA LIMITED","2019-12-23","Software & Services",10588986
"ICG","INCA MINERALS LIMITED","2008-06-19","Materials",46196318
"ICI","ICANDY INTERACTIVE LIMITED","2016-02-04","Media & Entertainment",184987669
"ICL","ICENI GOLD LIMITED","2021-04-14","Materials",23985714
"ICN","ICON ENERGY LIMITED","1997-09-22","Energy",11321460
"ICR","INTELICARE HOLDINGS LIMITED","2020-05-25","Health Care Equipment & Services",9162661
"ICS","ICSGLOBAL LIMITED","1999-12-23","Health Care Equipment & Services","N/A"
"ICT","ICOLLEGE LIMITED","2009-08-24","Consumer Services",135344090
"ID8","IDENTITII LIMITED","2018-10-17","Software & Services",15231954
"IDA","INDIANA RESOURCES LIMITED","1986-07-17","Materials",26966712
"IDT","IDT AUSTRALIA LIMITED","1991-02-18","Pharmaceuticals, Biotechnology & Life Sciences",45489832
"IDX","INTEGRAL DIAGNOSTICS LIMITED","2015-10-21","Health Care Equipment & Services",792932016
"IEC","INTRA ENERGY CORPORATION LIMITED","2007-07-04","Energy",7294122
"IEL","IDP EDUCATION LIMITED","2015-11-26","Consumer Services",7434360196
"IEQ","INTERNATIONAL EQUITIES CORPORATION LIMITED.","1993-03-11","Real Estate",4487825
"IFL","INSIGNIA FINANCIAL LTD","2003-12-05","Diversified Financials",2506392014
"IFM","INFOMEDIA LTD","2000-08-16","Software & Services",533582524
"IFT","INFRATIL LIMITED.","2010-08-30","Utilities",5380793863
"IGL","IVE GROUP LIMITED","2015-12-16","Media & Entertainment",275537180
"IGN","IGNITE LIMITED","1997-01-16","Commercial & Professional Services",14781059
"IGO","IGO LIMITED","2002-01-17","Materials",8602562356
"IHL","INCANNEX HEALTHCARE LIMITED","2007-05-23","Pharmaceuticals, Biotechnology & Life Sciences",688860962
"IHR","INTELLIHR LIMITED","2018-01-23","Software & Services",49991637
"IIQ","INOVIQ LTD","1991-04-18","Health Care Equipment & Services",89258141
"IKE","IKEGPS GROUP LIMITED","2016-11-21","Technology Hardware & Equipment",113096483
"IKW","IKWEZI MINING LIMITED","2011-07-19","Energy",20731487
"ILA","ISLAND PHARMACEUTICALS LIMITED","2021-04-13","Pharmaceuticals, Biotechnology & Life Sciences",19504432
"ILU","ILUKA RESOURCES LIMITED","1962-06-30","Materials",4650993739
"IMA","IMAGE RESOURCES NL","2002-07-04","Materials",242624562
"IMB","INTELLIGENT MONITORING GROUP LIMITED","1994-03-03","Commercial & Professional Services",23276540
"IMC","IMMURON LIMITED","1999-04-30","Pharmaceuticals, Biotechnology & Life Sciences",23918826
"IMD","IMDEX LIMITED","1987-09-24","Materials",1042669812
"IME","IMEXHS LIMITED","2005-12-14","Health Care Equipment & Services",32203671
"IMI","INFINITY MINING LIMITED","2021-12-22","Materials",19042174
"IMM","IMMUTEP LIMITED","1988-06-23","Pharmaceuticals, Biotechnology & Life Sciences",303213594
"IMR","IMRICOR MEDICAL SYSTEMS INC.","2019-08-30","Health Care Equipment & Services",114587710
"IMS","IMPELUS LIMITED","2000-05-11","Media & Entertainment","N/A"
"IMU","IMUGENE LIMITED","1993-11-24","Pharmaceuticals, Biotechnology & Life Sciences",1520159988
"INA","INGENIA COMMUNITIES GROUP","2004-07-01","Real Estate",2149988176
"IND","INDUSTRIAL MINERALS LTD","2021-07-13","Materials",15762500
"INF","INFINITY LITHIUM CORPORATION LIMITED","2011-04-15","Materials",60150269
"ING","INGHAMS GROUP LIMITED","2016-11-07","Food, Beverage & Tobacco",1263710643
"INL","INNLANZ LIMITED","2019-02-22","Retailing",18169289
"INP","INCENTIAPAY LIMITED","2014-09-09","Retailing",22771145
"INR","IONEER LTD","2007-12-19","Materials",1168812587
"INV","INVESTSMART GROUP LIMITED","2005-04-21","Diversified Financials",51521588
"IOD","IODM LIMITED","2003-11-18","Software & Services",168629929
"IOU","IOUPAY LIMITED","2000-10-12","Media & Entertainment",107525353
"IPB","IPB PETROLEUM LIMITED","2013-04-30","Energy",4379113
"IPC","IMPERIAL PACIFIC LIMITED","1971-07-28","Diversified Financials",7120291
"IPD","IMPEDIMED LIMITED","2007-10-24","Health Care Equipment & Services",319841211
"IPG","IPD GROUP LTD","2021-12-17","Capital Goods",117348636
"IPH","IPH LIMITED","2014-11-19","Commercial & Professional Services",1822218209
"IPL","INCITEC PIVOT LIMITED","2003-07-28","Materials",6079164341
"IPT","IMPACT MINERALS LIMITED","2006-11-29","Materials",25297436
"IPX","IPERIONX LIMITED","2018-04-16","Materials",124842199
"IQ3","IQ3CORP LIMITED","2015-05-18","Diversified Financials",12520920
"IR1","IRIS METALS LIMITED","2021-09-23","Materials","N/A"
"IRD","IRON ROAD LIMITED","2008-06-12","Materials",143191452
"IRE","IRESS LIMITED","2000-11-03","Software & Services",1979720037
"IRI","INTEGRATED RESEARCH LIMITED","2000-12-13","Software & Services",120742336
"IRX","INHALERX LIMITED","2017-01-11","Health Care Equipment & Services",12803489
"IS3","I SYNERGY GROUP LIMITED","2017-03-30","Software & Services",33985534
"ISU","ISELECT LIMITED.","2013-06-24","Consumer Services",64626093
"ISX","ISIGNTHIS LTD","1998-12-07","Software & Services","N/A"
"ITM","ITECH MINERALS LTD","2021-10-21","Materials",46120000
"IVC","INVOCARE LIMITED","2003-12-04","Consumer Services",1832452524
"IVO","INVIGOR GROUP LIMITED","1999-12-03","Media & Entertainment","N/A"
"IVR","INVESTIGATOR RESOURCES LTD","2007-04-03","Materials",77274192
"IVT","INVENTIS LIMITED","1999-04-14","Commercial & Professional Services",7217770
"IVX","INVION LIMITED","2010-02-15","Pharmaceuticals, Biotechnology & Life Sciences",115497246
"IVZ","INVICTUS ENERGY LTD","2012-01-19","Energy",89110417
"IXC","INVEX THERAPEUTICS LTD","2019-07-05","Pharmaceuticals, Biotechnology & Life Sciences",43213463
"IXR","IONIC RARE EARTHS LIMITED","1999-12-10","Materials",184188574
"IXU","IXUP LIMITED","2017-11-15","Software & Services",103738744
"JAL","JAMESON RESOURCES LIMITED","2007-12-18","Materials",23677825
"JAN","JANISON EDUCATION GROUP LIMITED","2000-09-12","Software & Services",223820043
"JAT","JATCORP LIMITED","2008-01-30","Retailing",36427820
"JAV","JAVELIN MINERALS LIMITED","2012-10-09","Materials",15136506
"JAY","JAYRIDE GROUP LIMITED","2018-01-29","Retailing",30867245
"JBH","JB HI-FI LIMITED","2003-10-23","Retailing",5761401106
"JCS","JCURVE SOLUTIONS LTD","2000-12-08","Software & Services",19043919
"JDO","JUDO CAPITAL HOLDINGS LIMITED","2021-11-01","Banks",2211012746
